cons	==1	2798644	100.0	2708328	100.00	43814	100.00	30558	100.00	15944	100.00

agegroup	==1	0	0.0	0	0.00	0	0.00	0	0.00	0	0.00
agegroup	==2	0	0.0	0	0.00	0	0.00	0	0.00	0	0.00
agegroup	==3	0	0.0	0	0.00	0	0.00	0	0.00	0	0.00
agegroup	==4	0	0.0	0	0.00	0	0.00	0	0.00	0	0.00
agegroup	==5	648314	23.2	615705	22.73	17545	40.04	9420	30.83	5644	35.40
agegroup	==6	1427317	51.0	1382945	51.06	20926	47.76	15598	51.04	7848	49.22
agegroup	==7	723013	25.8	709678	26.20	5343	12.19	5540	18.13	2452	15.38

male	==0	1506696	53.8	1458678	53.86	23061	52.63	15939	52.16	9018	56.56
male	==1	1291948	46.2	1249650	46.14	20753	47.37	14619	47.84	6926	43.44

bmicat	==1	51061	1.8	49755	1.84	582	1.33	490	1.60	234	1.47
bmicat	==2	831813	29.7	809089	29.87	11327	25.85	7518	24.60	3879	24.33
bmicat	==3	1017106	36.3	985384	36.38	15484	35.34	10793	35.32	5445	34.15
bmicat	==4	496482	17.7	478996	17.69	8333	19.02	5972	19.54	3181	19.95
bmicat	==5	165277	5.9	159037	5.87	2902	6.62	2215	7.25	1123	7.04
bmicat	==6	65404	2.3	62731	2.32	1258	2.87	934	3.06	481	3.02
bmicat	>=.	171501	6.1	163336	6.03	3928	8.97	2636	8.63	1601	10.04

smoke	==1	1113219	39.8	1069914	39.50	21270	48.55	13662	44.71	8373	52.52
smoke	==2	1449893	51.8	1413297	52.18	17470	39.87	13443	43.99	5683	35.64
smoke	==3	228641	8.2	219221	8.09	4564	10.42	3208	10.50	1648	10.34
smoke	>=.	6891	0.2	5896	0.22	510	1.16	245	0.80	240	1.51

ethnicity	==1	2644252	94.5	2583715	95.40	28869	65.89	22627	74.05	9041	56.70
ethnicity	==2	10407	0.4	9274	0.34	548	1.25	368	1.20	217	1.36
ethnicity	==3	92430	3.3	70583	2.61	11094	25.32	5512	18.04	5241	32.87
ethnicity	==4	28542	1.0	24739	0.91	1743	3.98	1243	4.07	817	5.12
ethnicity	==5	23013	0.8	20017	0.74	1560	3.56	808	2.64	628	3.94
ethnicity	>=.	0	0.0	0	0.00	0	0.00	0	0.00	0	0.00

imd	==1	693392	24.8	676988	25.00	7821	17.85	6036	19.75	2547	15.97
imd	==2	663596	23.7	646221	23.86	8435	19.25	6108	19.99	2832	17.76
imd	==3	608395	21.7	589091	21.75	9532	21.76	6557	21.46	3215	20.16
imd	==4	488968	17.5	469119	17.32	9775	22.31	6368	20.84	3706	23.24
imd	==5	344293	12.3	326909	12.07	8251	18.83	5489	17.96	3644	22.85

tot_adults_hh	==1	954704	34.1	951352	35.13	1421	3.24	1660	5.43	271	1.70
tot_adults_hh	==2	1439496	51.4	1422299	52.52	7538	17.20	7545	24.69	2114	13.26
tot_adults_hh	==3	404444	14.5	334677	12.36	34855	79.55	21353	69.88	13559	85.04

bpcat	==1	308820	11.0	298549	11.02	4979	11.36	3457	11.31	1835	11.51
bpcat	==2	428876	15.3	415512	15.34	6478	14.79	4519	14.79	2367	14.85
bpcat	==3	1039693	37.1	1006519	37.16	16209	37.00	11208	36.68	5757	36.11
bpcat	==4	1006671	36.0	975552	36.02	14869	33.94	10807	35.37	5443	34.14
bpcat	>=.	14584	0.5	12196	0.45	1279	2.92	567	1.86	542	3.40
htdiag_or_highbp	==1	1943109	69.4	1882442	69.51	29062	66.33	20961	68.59	10644	66.76

chronic_respiratory_disease	==1	342082	12.2	332118	12.26	4562	10.41	3751	12.28	1651	10.35
asthma	==1	380397	13.6	367522	13.57	6280	14.33	4296	14.06	2299	14.42
chronic_cardiac_disease	==1	590768	21.1	572663	21.14	8430	19.24	6484	21.22	3191	20.01

diabcat	==1	2298133	82.1	2231416	82.39	32431	74.02	23065	75.48	11221	70.38
diabcat	==2	3904	0.1	3806	0.14	44	0.10	38	0.12	16	0.10
diabcat	==3	7553	0.3	7329	0.27	115	0.26	71	0.23	38	0.24
diabcat	==4	335696	12.0	321031	11.85	7053	16.10	4766	15.60	2846	17.85
diabcat	==5	151554	5.4	143144	5.29	4070	9.29	2569	8.41	1771	11.11
diabcat	==6	1804	0.1	1602	0.06	101	0.23	49	0.16	52	0.33

cancer_haem_cat	==2	3490	0.1	3405	0.13	36	0.08	31	0.10	18	0.11
cancer_haem_cat	==3	11283	0.4	11008	0.41	120	0.27	109	0.36	46	0.29
cancer_haem_cat	==4	23403	0.8	22822	0.84	283	0.65	203	0.66	95	0.60

cancer_exhaem_cat	==2	28933	1.0	28179	1.04	375	0.86	260	0.85	119	0.75
cancer_exhaem_cat	==3	94405	3.4	92013	3.40	1163	2.65	833	2.73	396	2.48
cancer_exhaem_cat	==4	255171	9.1	249801	9.22	2493	5.69	2065	6.76	812	5.09

reduced_kidney_function_cat	==2	591203	21.1	576087	21.27	6760	15.43	5639	18.45	2717	17.04
reduced_kidney_function_cat	==3	41821	1.5	40437	1.49	625	1.43	487	1.59	272	1.71
esrd	==1	6989	0.2	6625	0.24	169	0.39	113	0.37	82	0.51
chronic_liver_disease	==1	28484	1.0	27498	1.02	460	1.05	331	1.08	195	1.22
stroke_dementia	==1	211484	7.6	205319	7.58	2856	6.52	2210	7.23	1099	6.89
other_neuro	==1	56183	2.0	54586	2.02	722	1.65	577	1.89	298	1.87
other_transplant	==1	879	0.0	830	0.03	19	0.04	16	0.05	14	0.09
asplenia	==1	7021	0.3	6832	0.25	93	0.21	73	0.24	23	0.14
ra_sle_psoriasis	==1	219751	7.9	213617	7.89	2975	6.79	2150	7.04	1009	6.33
other_immuno	==1	4498	0.2	4305	0.16	94	0.21	65	0.21	34	0.21
shield	==1	999665	35.7	971177	35.86	13531	30.88	10131	33.15	4826	30.27
anycomorb	==1	1707552	61.0	1652868	61.03	26104	59.58	18847	61.68	9733	61.04
