period	age	exposure	exposure level	outcome	int_type	int_level	HR	lci	uci	pval
0	0	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
0	0	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
0	0	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
0	0	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
0	0	kids_cat4	1	covid_tpp_prob	male	0	1.17	1.16	1.19	0.00
0	0	kids_cat4	1	covid_tpp_prob	male	1	1.23	1.22	1.25	
0	0	kids_cat4	1	covid_tpp_prob	shield	0	1.20	1.19	1.22	0.05
0	0	kids_cat4	1	covid_tpp_prob	shield	1	1.18	1.15	1.20	
0	0	kids_cat4	2	covid_tpp_prob	male	0	1.16	1.14	1.18	0.50
0	0	kids_cat4	2	covid_tpp_prob	male	1	1.17	1.15	1.19	
0	0	kids_cat4	2	covid_tpp_prob	shield	0	1.17	1.16	1.19	0.02
0	0	kids_cat4	2	covid_tpp_prob	shield	1	1.14	1.11	1.17	
0	0	kids_cat4	3	covid_tpp_prob	male	0	1.20	1.18	1.22	0.01
0	0	kids_cat4	3	covid_tpp_prob	male	1	1.23	1.21	1.26	
0	0	kids_cat4	3	covid_tpp_prob	shield	0	1.22	1.20	1.24	0.03
0	0	kids_cat4	3	covid_tpp_prob	shield	1	1.18	1.14	1.21	
0	1	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
0	1	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
0	1	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
0	1	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
0	1	kids_cat4	1	covid_tpp_prob	male	0	1.22	1.12	1.32	0.48
0	1	kids_cat4	1	covid_tpp_prob	male	1	1.26	1.16	1.37	
0	1	kids_cat4	1	covid_tpp_prob	shield	0	1.23	1.14	1.33	0.62
0	1	kids_cat4	1	covid_tpp_prob	shield	1	1.26	1.15	1.39	
0	1	kids_cat4	2	covid_tpp_prob	male	0	1.14	1.04	1.26	0.86
0	1	kids_cat4	2	covid_tpp_prob	male	1	1.16	1.04	1.28	
0	1	kids_cat4	2	covid_tpp_prob	shield	0	1.12	1.01	1.24	0.35
0	1	kids_cat4	2	covid_tpp_prob	shield	1	1.20	1.07	1.34	
0	1	kids_cat4	3	covid_tpp_prob	male	0	1.20	1.06	1.35	0.86
0	1	kids_cat4	3	covid_tpp_prob	male	1	1.18	1.03	1.35	
0	1	kids_cat4	3	covid_tpp_prob	shield	0	1.20	1.06	1.36	0.79
0	1	kids_cat4	3	covid_tpp_prob	shield	1	1.17	1.01	1.36	
1	0	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
1	0	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
1	0	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
1	0	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
1	0	kids_cat4	1	covid_tpp_prob	male	0	1.39	1.34	1.44	0.01
1	0	kids_cat4	1	covid_tpp_prob	male	1	1.48	1.42	1.55	
1	0	kids_cat4	1	covid_tpp_prob	shield	0	1.42	1.38	1.48	0.97
1	0	kids_cat4	1	covid_tpp_prob	shield	1	1.43	1.34	1.52	
1	0	kids_cat4	2	covid_tpp_prob	male	0	1.35	1.28	1.42	0.04
1	0	kids_cat4	2	covid_tpp_prob	male	1	1.26	1.19	1.34	
1	0	kids_cat4	2	covid_tpp_prob	shield	0	1.30	1.24	1.36	0.18
