period	age	exposure	exposure level	outcome	int_type	int_level	HR	lci	uci	pval
0	0	kids_cat4	0	covid_death	male	0	1.00	   .	   .	   .
0	0	kids_cat4	0	covid_death	male	1	1.00	   .	   .	
0	0	kids_cat4	0	covid_death	shield	0	1.00	   .	   .	   .
0	0	kids_cat4	0	covid_death	shield	1	1.00	   .	   .	
0	0	kids_cat4	1	covid_death	male	0	0.62	0.45	0.85	0.03
0	0	kids_cat4	1	covid_death	male	1	0.94	0.74	1.18	
0	0	kids_cat4	1	covid_death	shield	0	0.76	0.60	0.97	0.47
0	0	kids_cat4	1	covid_death	shield	1	0.87	0.65	1.17	
0	0	kids_cat4	2	covid_death	male	0	0.61	0.43	0.85	0.03
0	0	kids_cat4	2	covid_death	male	1	0.95	0.75	1.20	
0	0	kids_cat4	2	covid_death	shield	0	0.81	0.63	1.04	0.99
0	0	kids_cat4	2	covid_death	shield	1	0.81	0.59	1.11	
0	0	kids_cat4	3	covid_death	male	0	0.64	0.41	1.00	0.67
0	0	kids_cat4	3	covid_death	male	1	0.72	0.51	1.01	
0	0	kids_cat4	3	covid_death	shield	0	0.56	0.39	0.80	0.04
0	0	kids_cat4	3	covid_death	shield	1	0.97	0.65	1.44	
0	1	kids_cat4	0	covid_death	male	0	1.00	   .	   .	   .
0	1	kids_cat4	0	covid_death	male	1	1.00	   .	   .	
0	1	kids_cat4	0	covid_death	shield	0	1.00	   .	   .	   .
0	1	kids_cat4	0	covid_death	shield	1	1.00	   .	   .	
0	1	kids_cat4	1	covid_death	male	0	1.05	0.80	1.39	0.56
0	1	kids_cat4	1	covid_death	male	1	1.16	0.94	1.45	
0	1	kids_cat4	1	covid_death	shield	0	1.20	0.95	1.51	0.42
0	1	kids_cat4	1	covid_death	shield	1	1.04	0.80	1.35	
0	1	kids_cat4	2	covid_death	male	0	0.98	0.72	1.34	0.82
0	1	kids_cat4	2	covid_death	male	1	0.93	0.70	1.24	
0	1	kids_cat4	2	covid_death	shield	0	0.94	0.69	1.28	0.88
0	1	kids_cat4	2	covid_death	shield	1	0.97	0.72	1.30	
0	1	kids_cat4	3	covid_death	male	0	0.70	0.43	1.13	0.05
0	1	kids_cat4	3	covid_death	male	1	1.23	0.88	1.71	
0	1	kids_cat4	3	covid_death	shield	0	1.07	0.74	1.54	0.57
0	1	kids_cat4	3	covid_death	shield	1	0.91	0.60	1.39	
1	0	kids_cat4	0	covid_death	male	0	1.00	   .	   .	   .
1	0	kids_cat4	0	covid_death	male	1	1.00	   .	   .	
1	0	kids_cat4	0	covid_death	shield	0	1.00	   .	   .	   .
1	0	kids_cat4	0	covid_death	shield	1	1.00	   .	   .	
1	0	kids_cat4	1	covid_death	male	0	1.62	0.59	4.43	0.55
1	0	kids_cat4	1	covid_death	male	1	2.32	1.04	5.17	
1	0	kids_cat4	1	covid_death	shield	0	2.49	1.12	5.54	0.39
1	0	kids_cat4	1	covid_death	shield	1	1.42	0.48	4.22	
1	0	kids_cat4	2	covid_death	male	0	2.36	0.93	6.02	0.65
1	0	kids_cat4	2	covid_death	male	1	1.80	0.80	4.02	
1	0	kids_cat4	2	covid_death	shield	0	2.33	1.09	4.97	0.56
1	0	kids_cat4	2	covid_death	shield	1	1.58	0.54	4.63	
1	0	kids_cat4	3	covid_death	male	0	0.73	0.10	5.50	0.33
1	0	kids_cat4	3	covid_death	male	1	2.23	0.82	6.07	
1	0	kids_cat4	3	covid_death	shield	0	1.78	0.57	5.51	0.89
1	0	kids_cat4	3	covid_death	shield	1	1.57	0.37	6.66	
1	1	kids_cat4	0	covid_death	male	0	1.00	   .	   .	   .
1	1	kids_cat4	0	covid_death	male	1	1.00	   .	   .	
1	1	kids_cat4	0	covid_death	shield	0	1.00	   .	   .	   .
1	1	kids_cat4	0	covid_death	shield	1	1.00	   .	   .	
1	1	kids_cat4	1	covid_death	male	0	0.79	0.19	3.31	0.42
1	1	kids_cat4	1	covid_death	male	1	0.29	0.04	2.12	
1	1	kids_cat4	1	covid_death	shield	0	0.75	0.18	3.18	0.45
1	1	kids_cat4	1	covid_death	shield	1	0.30	0.04	2.16	
1	1	kids_cat4	2	covid_death	male	0	3.71	1.65	8.34	0.58
1	1	kids_cat4	2	covid_death	male	1	2.69	1.13	6.38	
1	1	kids_cat4	2	covid_death	shield	0	2.76	1.12	6.83	0.71
1	1	kids_cat4	2	covid_death	shield	1	3.44	1.58	7.50	
1	1	kids_cat4	3	covid_death	male	0	2.87	0.97	8.52	0.17
1	1	kids_cat4	3	covid_death	male	1	0.61	0.08	4.71	
1	1	kids_cat4	3	covid_death	shield	0	3.80	1.41	10.26	   .
1	1	kids_cat4	3	covid_death	shield	1	0.00	0.00	0.00	
2	0	kids_cat4	0	covid_death	male	0	1.00	   .	   .	   .
2	0	kids_cat4	0	covid_death	male	1	1.00	   .	   .	
2	0	kids_cat4	0	covid_death	shield	0	1.00	   .	   .	   .
2	0	kids_cat4	0	covid_death	shield	1	1.00	   .	   .	
2	0	kids_cat4	1	covid_death	male	0	0.42	0.09	1.84	0.13
2	0	kids_cat4	1	covid_death	male	1	1.38	0.71	2.69	
2	0	kids_cat4	1	covid_death	shield	0	1.00	0.47	2.16	0.80
2	0	kids_cat4	1	covid_death	shield	1	1.16	0.46	2.93	
2	0	kids_cat4	2	covid_death	male	0	2.07	0.91	4.73	0.18
2	0	kids_cat4	2	covid_death	male	1	0.98	0.46	2.08	
2	0	kids_cat4	2	covid_death	shield	0	1.17	0.56	2.44	0.60
2	0	kids_cat4	2	covid_death	shield	1	1.56	0.67	3.64	
2	0	kids_cat4	3	covid_death	male	0	0.40	0.05	3.14	0.47
2	0	kids_cat4	3	covid_death	male	1	0.90	0.34	2.37	
2	0	kids_cat4	3	covid_death	shield	0	0.18	0.02	1.31	0.03
2	0	kids_cat4	3	covid_death	shield	1	1.90	0.69	5.24	
2	1	kids_cat4	0	covid_death	male	0	1.00	   .	   .	   .
2	1	kids_cat4	0	covid_death	male	1	1.00	   .	   .	
2	1	kids_cat4	0	covid_death	shield	0	1.00	   .	   .	   .
2	1	kids_cat4	0	covid_death	shield	1	1.00	   .	   .	
2	1	kids_cat4	1	covid_death	male	0	0.71	0.17	2.89	0.87
2	1	kids_cat4	1	covid_death	male	1	0.82	0.30	2.25	
2	1	kids_cat4	1	covid_death	shield	0	1.08	0.39	3.01	0.38
2	1	kids_cat4	1	covid_death	shield	1	0.50	0.12	2.02	
2	1	kids_cat4	2	covid_death	male	0	1.94	0.71	5.29	0.37
2	1	kids_cat4	2	covid_death	male	1	0.97	0.31	3.05	
2	1	kids_cat4	2	covid_death	shield	0	1.69	0.62	4.59	0.56
2	1	kids_cat4	2	covid_death	shield	1	1.08	0.34	3.41	
2	1	kids_cat4	3	covid_death	male	0	0.67	0.09	4.84	0.77
2	1	kids_cat4	3	covid_death	male	1	0.44	0.06	3.12	
2	1	kids_cat4	3	covid_death	shield	0	0.00	0.00	0.00	   .
2	1	kids_cat4	3	covid_death	shield	1	1.00	0.24	4.11	
3	0	kids_cat4	0	covid_death	male	0	1.00	   .	   .	   .
3	0	kids_cat4	0	covid_death	male	1	1.00	   .	   .	
3	0	kids_cat4	0	covid_death	shield	0	1.00	   .	   .	   .
3	0	kids_cat4	0	covid_death	shield	1	1.00	   .	   .	
3	0	kids_cat4	1	covid_death	male	0	0.18	0.06	0.57	0.02
3	0	kids_cat4	1	covid_death	male	1	0.77	0.47	1.26	
3	0	kids_cat4	1	covid_death	shield	0	0.46	0.25	0.84	0.47
3	0	kids_cat4	1	covid_death	shield	1	0.64	0.33	1.24	
